订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
242536434896,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
224430339531,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047
242499089654,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
242474909966,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
253142965650,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
253128241892,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
253192226594,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338
242432409884,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
224484836574,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242241851257,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
242234435450,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732
253131566089,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
242240672449,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242193955706,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
253015681390,fancl/芳珂 祛痘淡,198,1,490804934733,,,,卖家已发货，等待买家确认,490804934733
224547737007,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242332293694,日本代购新谷酵素夜迟减肥,399,3,456026429338,,,,交易成功,456026429338
252877303052,普利普莱氨糖软骨素美国三,489,5,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
252854683312,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
252967482931,fancl/芳珂 祛痘淡,198,1,490804934733,,,,交易成功,490804934733
252967482931,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
252878861737,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252776264096,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252750683298,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
252883906985,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347
242146732539,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
242146732539,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252827482181,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252672000824,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252733181935,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易成功,931177059169
252609424274,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
252601923138,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
242004775580,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,卖家已发货，等待买家确认,493309403145
252648542686,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242118170955,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
252460027053,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
241965992720,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,保证正品,卖家已发货，等待买家确认,456026429338
242087170971,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
252438180185,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252575586122,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
252500605512,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
242071753833,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732
241935728623,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
252390987799,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010
252357803976,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
252507386063,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
252318540623,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
252456782264,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易成功,456026429033
242017749387,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252297587122,asana G6消腩 丸,240,2,489517460012,,,,交易成功,489517460012
252275784818,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
252358225395,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
224334519356,澳洲蔓越莓胶囊30粒sw,175,1,931177059169,,,,交易成功,931177059169
224410856805,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
224410856805,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
252256360624,日本代购新谷酵素夜迟减肥,399,3,456026429338,,,仅工作日送货,交易成功,456026429338
252240927890,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
252246280108,日本FANCL复合维生素,99,1,490804928347,,,礼物,交易成功,490804928347
241832748411,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
252372426371,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
241773331901,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241928574542,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
252244881515,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
252121487161,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
252121487161,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易关闭,490804914233
252112683220,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241727851486,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
241854654167,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易成功,456026429033
252084485657,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
241681792483,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
241789934409,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251940823992,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
251940823992,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易成功,456026429033
251940823992,swisse葡萄籽皙颜美,260,1,931177059731,,,,交易成功,931177059731
251940823992,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251923647842,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241600051519,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
251856564580,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251922901390,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704
251922901390,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
241545115400,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
251821084426,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251877505905,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
241683813459,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
251782403855,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
241678509007,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241662730150,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
241660854433,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
251911066121,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
251750247831,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251
251752307467,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
251750067058,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251896386712,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251896386712,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999
251838686666,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251838426091,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
241451715562,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
251693781801,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251603624730,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251600080721,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
241422348531,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
241530790029,美国进口普利普莱叶黄素软,329,2,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251565560145,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
241528673081,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261
251609801149,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
241497750139,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251591541052,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241362052387,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241474874590,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
241319511108,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241441110283,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
251430923577,日本kawai卡哇伊鱼油,218,1,498704921162,,,,交易成功,498704921162
241255471929,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251500061147,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347
251534402687,日本代购新谷酵素夜迟减肥,399,2,456026429341,,,,交易成功,456026429341
241233792079,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338
241191391095,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
251337884220,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251457566008,日本代购新谷酵素夜迟减肥,399,4,456026429338,,,,交易成功,456026429338
251283243719,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241311470233,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347
241298309689,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241289633678,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
241277189496,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010
251353766886,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
241269849130,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251254641907,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
241234349731,KAWAI鱼肝油丸(蓝罐,238,1,498704931842,,,,交易成功,498704931842
241220213462,日本进口水果果蔬酵素酵母,158,1,493309403134,,,,交易关闭,493309403134
241220213462,日本fancl美白丸全身,204,1,490804934732,,,,交易关闭,490804934732
241050371910,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347
251112884447,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251063947342,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251062167456,日本fancl美白丸全身,204,2,490804934732,,,,交易成功,490804934732
251058583320,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251015303363,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
251095185221,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
251000724853,fancl/芳珂 祛痘淡,198,1,490804934733,,,,交易成功,490804934733
241133469026,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341
241133469026,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
250984720714,FANCL/芳珂 HTC,198,2,490804926704,,,,交易成功,490804926704
240961515138,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
250936764868,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
250917664874,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338
250900927688,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
250986165816,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233
250872347677,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
251018962160,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
250917081595,普利普莱氨糖软骨素美国三,489,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010
250908925702,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338
250962562872,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732
250778304200,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338
